KOD WOJ.,WOJEWÓDZTWO,IMIĘ PIERWSZE,PŁEĆ,LICZBA WYSTĄPIEŃ
24,ŚLĄSKIE,MAXYMILIAN,MĘŻCZYZNA,2
24,ŚLĄSKIE,DEMJAN,MĘŻCZYZNA,2
24,ŚLĄSKIE,FLORIN,MĘŻCZYZNA,2
24,ŚLĄSKIE,MARKO,MĘŻCZYZNA,2
24,ŚLĄSKIE,RAFAEL,MĘŻCZYZNA,2
24,ŚLĄSKIE,ZIEMOWIT,MĘŻCZYZNA,2
24,ŚLĄSKIE,TYMOFIY,MĘŻCZYZNA,2
24,ŚLĄSKIE,MARCUS,MĘŻCZYZNA,2
24,ŚLĄSKIE,ARMIN,MĘŻCZYZNA,2
24,ŚLĄSKIE,TIMOFEY,MĘŻCZYZNA,2
24,ŚLĄSKIE,IRENEUSZ,MĘŻCZYZNA,2
24,ŚLĄSKIE,JAROSLAW,MĘŻCZYZNA,2
24,ŚLĄSKIE,YAROSLAV,MĘŻCZYZNA,2
24,ŚLĄSKIE,BRYAN,MĘŻCZYZNA,2
24,ŚLĄSKIE,JANUSZ,MĘŻCZYZNA,2
24,ŚLĄSKIE,LESZEK,MĘŻCZYZNA,2
24,ŚLĄSKIE,DIEGO,MĘŻCZYZNA,2
24,ŚLĄSKIE,SERAFIM,MĘŻCZYZNA,2
24,ŚLĄSKIE,SERGIUSZ,MĘŻCZYZNA,2
24,ŚLĄSKIE,YAN,MĘŻCZYZNA,2
24,ŚLĄSKIE,OLEG,MĘŻCZYZNA,2
24,ŚLĄSKIE,SANTIAGO,MĘŻCZYZNA,2
24,ŚLĄSKIE,MATVIY,MĘŻCZYZNA,2
24,ŚLĄSKIE,WŁODZIMIERZ,MĘŻCZYZNA,2
24,ŚLĄSKIE,HERBERT,MĘŻCZYZNA,2
24,ŚLĄSKIE,WITO,MĘŻCZYZNA,2
24,ŚLĄSKIE,NICHOLAS,MĘŻCZYZNA,2
24,ŚLĄSKIE,JOSEPH,MĘŻCZYZNA,2
24,ŚLĄSKIE,AYAAN,MĘŻCZYZNA,2
24,ŚLĄSKIE,ANDRIJ,MĘŻCZYZNA,2
24,ŚLĄSKIE,HEKTOR,MĘŻCZYZNA,2
24,ŚLĄSKIE,FRANK,MĘŻCZYZNA,2
24,ŚLĄSKIE,MATVEI,MĘŻCZYZNA,2
24,ŚLĄSKIE,OREST,MĘŻCZYZNA,2
24,ŚLĄSKIE,MATWIJ,MĘŻCZYZNA,2
24,ŚLĄSKIE,DEMYAN,MĘŻCZYZNA,2
24,ŚLĄSKIE,TYMOFIJ,MĘŻCZYZNA,2
24,ŚLĄSKIE,KYRYL,MĘŻCZYZNA,2
24,ŚLĄSKIE,MIKHAIL,MĘŻCZYZNA,2
24,ŚLĄSKIE,XAVIER,MĘŻCZYZNA,2
24,ŚLĄSKIE,MIKE,MĘŻCZYZNA,2
24,ŚLĄSKIE,JAYDEN,MĘŻCZYZNA,2
24,ŚLĄSKIE,ARSENIJ,MĘŻCZYZNA,2
24,ŚLĄSKIE,THOMAS,MĘŻCZYZNA,2
24,ŚLĄSKIE,ALEK,MĘŻCZYZNA,2
24,ŚLĄSKIE,JAMES,MĘŻCZYZNA,2
24,ŚLĄSKIE,RICHARD,MĘŻCZYZNA,2
24,ŚLĄSKIE,MATEO,MĘŻCZYZNA,2
24,ŚLĄSKIE,KASPER,MĘŻCZYZNA,2
24,ŚLĄSKIE,JORDAN,MĘŻCZYZNA,2
24,ŚLĄSKIE,BOHDAN,MĘŻCZYZNA,2
24,ŚLĄSKIE,ANTEK,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,ALEKSANDER,MĘŻCZYZNA,228
26,ŚWIĘTOKRZYSKIE,ANTONI,MĘŻCZYZNA,226
26,ŚWIĘTOKRZYSKIE,JAN,MĘŻCZYZNA,216
26,ŚWIĘTOKRZYSKIE,NIKODEM,MĘŻCZYZNA,202
26,ŚWIĘTOKRZYSKIE,JAKUB,MĘŻCZYZNA,152
26,ŚWIĘTOKRZYSKIE,FRANCISZEK,MĘŻCZYZNA,133
26,ŚWIĘTOKRZYSKIE,MARCEL,MĘŻCZYZNA,125
26,ŚWIĘTOKRZYSKIE,SZYMON,MĘŻCZYZNA,120
26,ŚWIĘTOKRZYSKIE,MIKOŁAJ,MĘŻCZYZNA,117
26,ŚWIĘTOKRZYSKIE,ADAM,MĘŻCZYZNA,117
26,ŚWIĘTOKRZYSKIE,STANISŁAW,MĘŻCZYZNA,116
26,ŚWIĘTOKRZYSKIE,IGNACY,MĘŻCZYZNA,115
26,ŚWIĘTOKRZYSKIE,LEON,MĘŻCZYZNA,108
26,ŚWIĘTOKRZYSKIE,KACPER,MĘŻCZYZNA,102
26,ŚWIĘTOKRZYSKIE,FILIP,MĘŻCZYZNA,100
26,ŚWIĘTOKRZYSKIE,TYMON,MĘŻCZYZNA,98
26,ŚWIĘTOKRZYSKIE,OLIWIER,MĘŻCZYZNA,89
26,ŚWIĘTOKRZYSKIE,WOJCIECH,MĘŻCZYZNA,86
26,ŚWIĘTOKRZYSKIE,WIKTOR,MĘŻCZYZNA,75
26,ŚWIĘTOKRZYSKIE,IGOR,MĘŻCZYZNA,68
26,ŚWIĘTOKRZYSKIE,MICHAŁ,MĘŻCZYZNA,67
26,ŚWIĘTOKRZYSKIE,MIŁOSZ,MĘŻCZYZNA,62
26,ŚWIĘTOKRZYSKIE,OSKAR,MĘŻCZYZNA,61
26,ŚWIĘTOKRZYSKIE,MAKSYMILIAN,MĘŻCZYZNA,61
26,ŚWIĘTOKRZYSKIE,GABRIEL,MĘŻCZYZNA,51
26,ŚWIĘTOKRZYSKIE,JULIAN,MĘŻCZYZNA,48
26,ŚWIĘTOKRZYSKIE,PIOTR,MĘŻCZYZNA,47
26,ŚWIĘTOKRZYSKIE,BARTOSZ,MĘŻCZYZNA,46
26,ŚWIĘTOKRZYSKIE,NATAN,MĘŻCZYZNA,46
26,ŚWIĘTOKRZYSKIE,KRZYSZTOF,MĘŻCZYZNA,44
26,ŚWIĘTOKRZYSKIE,TYMOTEUSZ,MĘŻCZYZNA,43
26,ŚWIĘTOKRZYSKIE,FABIAN,MĘŻCZYZNA,34
26,ŚWIĘTOKRZYSKIE,DAWID,MĘŻCZYZNA,32
26,ŚWIĘTOKRZYSKIE,KAROL,MĘŻCZYZNA,29
26,ŚWIĘTOKRZYSKIE,BARTŁOMIEJ,MĘŻCZYZNA,28
26,ŚWIĘTOKRZYSKIE,MATEUSZ,MĘŻCZYZNA,28
26,ŚWIĘTOKRZYSKIE,KSAWERY,MĘŻCZYZNA,27
26,ŚWIĘTOKRZYSKIE,ALAN,MĘŻCZYZNA,27
26,ŚWIĘTOKRZYSKIE,KUBA,MĘŻCZYZNA,26
26,ŚWIĘTOKRZYSKIE,MACIEJ,MĘŻCZYZNA,24
26,ŚWIĘTOKRZYSKIE,BRUNO,MĘŻCZYZNA,24
26,ŚWIĘTOKRZYSKIE,MILAN,MĘŻCZYZNA,23
26,ŚWIĘTOKRZYSKIE,KAMIL,MĘŻCZYZNA,22
26,ŚWIĘTOKRZYSKIE,DOMINIK,MĘŻCZYZNA,20
26,ŚWIĘTOKRZYSKIE,OLAF,MĘŻCZYZNA,19
26,ŚWIĘTOKRZYSKIE,TOMASZ,MĘŻCZYZNA,17
26,ŚWIĘTOKRZYSKIE,PATRYK,MĘŻCZYZNA,16
26,ŚWIĘTOKRZYSKIE,HUBERT,MĘŻCZYZNA,14
26,ŚWIĘTOKRZYSKIE,GRZEGORZ,MĘŻCZYZNA,13
26,ŚWIĘTOKRZYSKIE,ADRIAN,MĘŻCZYZNA,13
26,ŚWIĘTOKRZYSKIE,PAWEŁ,MĘŻCZYZNA,13
26,ŚWIĘTOKRZYSKIE,DANIEL,MĘŻCZYZNA,13
26,ŚWIĘTOKRZYSKIE,HENRYK,MĘŻCZYZNA,13
26,ŚWIĘTOKRZYSKIE,JÓZEF,MĘŻCZYZNA,12
26,ŚWIĘTOKRZYSKIE,CEZARY,MĘŻCZYZNA,12
26,ŚWIĘTOKRZYSKIE,ARTUR,MĘŻCZYZNA,12
26,ŚWIĘTOKRZYSKIE,MARCIN,MĘŻCZYZNA,11
26,ŚWIĘTOKRZYSKIE,KAZIMIERZ,MĘŻCZYZNA,11
26,ŚWIĘTOKRZYSKIE,KAJETAN,MĘŻCZYZNA,11
26,ŚWIĘTOKRZYSKIE,TEODOR,MĘŻCZYZNA,11
26,ŚWIĘTOKRZYSKIE,TADEUSZ,MĘŻCZYZNA,11
26,ŚWIĘTOKRZYSKIE,KORNEL,MĘŻCZYZNA,11
26,ŚWIĘTOKRZYSKIE,SEBASTIAN,MĘŻCZYZNA,10
26,ŚWIĘTOKRZYSKIE,STEFAN,MĘŻCZYZNA,10
26,ŚWIĘTOKRZYSKIE,WITOLD,MĘŻCZYZNA,10
26,ŚWIĘTOKRZYSKIE,KONSTANTY,MĘŻCZYZNA,9
26,ŚWIĘTOKRZYSKIE,EMIL,MĘŻCZYZNA,9
26,ŚWIĘTOKRZYSKIE,DAMIAN,MĘŻCZYZNA,9
26,ŚWIĘTOKRZYSKIE,NATANIEL,MĘŻCZYZNA,9
26,ŚWIĘTOKRZYSKIE,LEO,MĘŻCZYZNA,9
26,ŚWIĘTOKRZYSKIE,BORYS,MĘŻCZYZNA,9
26,ŚWIĘTOKRZYSKIE,BŁAŻEJ,MĘŻCZYZNA,8
26,ŚWIĘTOKRZYSKIE,MIESZKO,MĘŻCZYZNA,8
26,ŚWIĘTOKRZYSKIE,ALEKS,MĘŻCZYZNA,8
26,ŚWIĘTOKRZYSKIE,OLIVER,MĘŻCZYZNA,8
26,ŚWIĘTOKRZYSKIE,KRYSTIAN,MĘŻCZYZNA,7
26,ŚWIĘTOKRZYSKIE,FELIKS,MĘŻCZYZNA,7
26,ŚWIĘTOKRZYSKIE,IWO,MĘŻCZYZNA,7
26,ŚWIĘTOKRZYSKIE,OLIVIER,MĘŻCZYZNA,7
26,ŚWIĘTOKRZYSKIE,RYSZARD,MĘŻCZYZNA,6
26,ŚWIĘTOKRZYSKIE,RADOSŁAW,MĘŻCZYZNA,6
26,ŚWIĘTOKRZYSKIE,JULIUSZ,MĘŻCZYZNA,6
26,ŚWIĘTOKRZYSKIE,RAFAŁ,MĘŻCZYZNA,6
26,ŚWIĘTOKRZYSKIE,JĘDRZEJ,MĘŻCZYZNA,6
26,ŚWIĘTOKRZYSKIE,GUSTAW,MĘŻCZYZNA,6
26,ŚWIĘTOKRZYSKIE,MARK,MĘŻCZYZNA,5
26,ŚWIĘTOKRZYSKIE,JEREMI,MĘŻCZYZNA,5
26,ŚWIĘTOKRZYSKIE,LUDWIK,MĘŻCZYZNA,5
26,ŚWIĘTOKRZYSKIE,KORDIAN,MĘŻCZYZNA,5
26,ŚWIĘTOKRZYSKIE,MAREK,MĘŻCZYZNA,5
26,ŚWIĘTOKRZYSKIE,ALEKSY,MĘŻCZYZNA,4
26,ŚWIĘTOKRZYSKIE,TOBIASZ,MĘŻCZYZNA,4
26,ŚWIĘTOKRZYSKIE,ŁUKASZ,MĘŻCZYZNA,4
26,ŚWIĘTOKRZYSKIE,VINCENT,MĘŻCZYZNA,4
26,ŚWIĘTOKRZYSKIE,LEONARD,MĘŻCZYZNA,4
26,ŚWIĘTOKRZYSKIE,REMIGIUSZ,MĘŻCZYZNA,4
26,ŚWIĘTOKRZYSKIE,ROBERT,MĘŻCZYZNA,4
26,ŚWIĘTOKRZYSKIE,ERNEST,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,ALBERT,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,FLORIAN,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,JEREMIASZ,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,ALEX,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,MARKO,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,BRAJAN,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,MAKSYM,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,PRZEMYSŁAW,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,JACEK,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,FRYDERYK,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,KONRAD,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,MIROSLAV,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,JERZY,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,DAVID,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,GRACJAN,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,ARKADIUSZ,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,AMADEUSZ,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,LUKYAN,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,CYPRIAN,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,BOGUMIŁ,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,SAMUEL,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,OLGIERD,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,PATRICK,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,BOGDAN,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,BRUNON,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,OSCAR,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,ROMAN,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,ALEXANDER,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,VOLODYMYR,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,NIKLAS,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,EMILIAN,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,DMYTRO,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,NICOLAS,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,LIAM,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,DMITRIJ,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,OLEG,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,ARON,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,ANDRZEJ,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,ARTEM,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,MARTIN,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,SEWERYN,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,MAKAR,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,NIKODEM,MĘŻCZYZNA,270
28,WARMIŃSKO-MAZURSKIE,ANTONI,MĘŻCZYZNA,252
28,WARMIŃSKO-MAZURSKIE,ALEKSANDER,MĘŻCZYZNA,250
28,WARMIŃSKO-MAZURSKIE,JAN,MĘŻCZYZNA,217
28,WARMIŃSKO-MAZURSKIE,JAKUB,MĘŻCZYZNA,194
28,WARMIŃSKO-MAZURSKIE,FRANCISZEK,MĘŻCZYZNA,187
28,WARMIŃSKO-MAZURSKIE,LEON,MĘŻCZYZNA,157
28,WARMIŃSKO-MAZURSKIE,MIKOŁAJ,MĘŻCZYZNA,153
28,WARMIŃSKO-MAZURSKIE,SZYMON,MĘŻCZYZNA,147
28,WARMIŃSKO-MAZURSKIE,IGNACY,MĘŻCZYZNA,141
28,WARMIŃSKO-MAZURSKIE,FILIP,MĘŻCZYZNA,141
28,WARMIŃSKO-MAZURSKIE,TYMON,MĘŻCZYZNA,131
28,WARMIŃSKO-MAZURSKIE,STANISŁAW,MĘŻCZYZNA,126
28,WARMIŃSKO-MAZURSKIE,MARCEL,MĘŻCZYZNA,113
28,WARMIŃSKO-MAZURSKIE,WOJCIECH,MĘŻCZYZNA,112
28,WARMIŃSKO-MAZURSKIE,KACPER,MĘŻCZYZNA,92
28,WARMIŃSKO-MAZURSKIE,ADAM,MĘŻCZYZNA,87
28,WARMIŃSKO-MAZURSKIE,OLIWIER,MĘŻCZYZNA,87
28,WARMIŃSKO-MAZURSKIE,MICHAŁ,MĘŻCZYZNA,87
28,WARMIŃSKO-MAZURSKIE,MIŁOSZ,MĘŻCZYZNA,81
28,WARMIŃSKO-MAZURSKIE,PIOTR,MĘŻCZYZNA,81
28,WARMIŃSKO-MAZURSKIE,IGOR,MĘŻCZYZNA,79
28,WARMIŃSKO-MAZURSKIE,TYMOTEUSZ,MĘŻCZYZNA,75
28,WARMIŃSKO-MAZURSKIE,GABRIEL,MĘŻCZYZNA,75
28,WARMIŃSKO-MAZURSKIE,WIKTOR,MĘŻCZYZNA,71
28,WARMIŃSKO-MAZURSKIE,MAKSYMILIAN,MĘŻCZYZNA,66
28,WARMIŃSKO-MAZURSKIE,OSKAR,MĘŻCZYZNA,65
28,WARMIŃSKO-MAZURSKIE,BARTOSZ,MĘŻCZYZNA,65
28,WARMIŃSKO-MAZURSKIE,JULIAN,MĘŻCZYZNA,62
28,WARMIŃSKO-MAZURSKIE,DOMINIK,MĘŻCZYZNA,51
28,WARMIŃSKO-MAZURSKIE,NATAN,MĘŻCZYZNA,50
28,WARMIŃSKO-MAZURSKIE,HUBERT,MĘŻCZYZNA,44
28,WARMIŃSKO-MAZURSKIE,DAWID,MĘŻCZYZNA,42
28,WARMIŃSKO-MAZURSKIE,MACIEJ,MĘŻCZYZNA,41
28,WARMIŃSKO-MAZURSKIE,KRZYSZTOF,MĘŻCZYZNA,40
28,WARMIŃSKO-MAZURSKIE,MATEUSZ,MĘŻCZYZNA,35
28,WARMIŃSKO-MAZURSKIE,FABIAN,MĘŻCZYZNA,35
28,WARMIŃSKO-MAZURSKIE,OLAF,MĘŻCZYZNA,35
28,WARMIŃSKO-MAZURSKIE,ALAN,MĘŻCZYZNA,34
28,WARMIŃSKO-MAZURSKIE,KUBA,MĘŻCZYZNA,34
28,WARMIŃSKO-MAZURSKIE,CEZARY,MĘŻCZYZNA,31
28,WARMIŃSKO-MAZURSKIE,KAJETAN,MĘŻCZYZNA,30
28,WARMIŃSKO-MAZURSKIE,WITOLD,MĘŻCZYZNA,28
28,WARMIŃSKO-MAZURSKIE,MILAN,MĘŻCZYZNA,27
28,WARMIŃSKO-MAZURSKIE,BRUNO,MĘŻCZYZNA,27
28,WARMIŃSKO-MAZURSKIE,KSAWERY,MĘŻCZYZNA,27
28,WARMIŃSKO-MAZURSKIE,TOMASZ,MĘŻCZYZNA,27
28,WARMIŃSKO-MAZURSKIE,HENRYK,MĘŻCZYZNA,26
28,WARMIŃSKO-MAZURSKIE,ARTUR,MĘŻCZYZNA,24
28,WARMIŃSKO-MAZURSKIE,KAROL,MĘŻCZYZNA,23
28,WARMIŃSKO-MAZURSKIE,KAZIMIERZ,MĘŻCZYZNA,23
28,WARMIŃSKO-MAZURSKIE,KORNEL,MĘŻCZYZNA,23
28,WARMIŃSKO-MAZURSKIE,GRZEGORZ,MĘŻCZYZNA,22
28,WARMIŃSKO-MAZURSKIE,BORYS,MĘŻCZYZNA,21
28,WARMIŃSKO-MAZURSKIE,TADEUSZ,MĘŻCZYZNA,19
28,WARMIŃSKO-MAZURSKIE,PAWEŁ,MĘŻCZYZNA,19
28,WARMIŃSKO-MAZURSKIE,LEO,MĘŻCZYZNA,19
28,WARMIŃSKO-MAZURSKIE,TEODOR,MĘŻCZYZNA,17
28,WARMIŃSKO-MAZURSKIE,SEBASTIAN,MĘŻCZYZNA,17
28,WARMIŃSKO-MAZURSKIE,LEONARD,MĘŻCZYZNA,16
28,WARMIŃSKO-MAZURSKIE,PATRYK,MĘŻCZYZNA,16
28,WARMIŃSKO-MAZURSKIE,JÓZEF,MĘŻCZYZNA,16
28,WARMIŃSKO-MAZURSKIE,ADRIAN,MĘŻCZYZNA,15
28,WARMIŃSKO-MAZURSKIE,FELIKS,MĘŻCZYZNA,15
28,WARMIŃSKO-MAZURSKIE,ALEX,MĘŻCZYZNA,15
28,WARMIŃSKO-MAZURSKIE,KRYSTIAN,MĘŻCZYZNA,14
28,WARMIŃSKO-MAZURSKIE,ŁUKASZ,MĘŻCZYZNA,14
28,WARMIŃSKO-MAZURSKIE,MIESZKO,MĘŻCZYZNA,14
28,WARMIŃSKO-MAZURSKIE,REMIGIUSZ,MĘŻCZYZNA,13
28,WARMIŃSKO-MAZURSKIE,DANIEL,MĘŻCZYZNA,13
28,WARMIŃSKO-MAZURSKIE,ROBERT,MĘŻCZYZNA,13
28,WARMIŃSKO-MAZURSKIE,BARTŁOMIEJ,MĘŻCZYZNA,12
28,WARMIŃSKO-MAZURSKIE,TOBIASZ,MĘŻCZYZNA,12
28,WARMIŃSKO-MAZURSKIE,STEFAN,MĘŻCZYZNA,12
28,WARMIŃSKO-MAZURSKIE,ERYK,MĘŻCZYZNA,11
28,WARMIŃSKO-MAZURSKIE,KONRAD,MĘŻCZYZNA,11
28,WARMIŃSKO-MAZURSKIE,ALEKS,MĘŻCZYZNA,10
28,WARMIŃSKO-MAZURSKIE,GUSTAW,MĘŻCZYZNA,10
28,WARMIŃSKO-MAZURSKIE,EMIL,MĘŻCZYZNA,10
28,WARMIŃSKO-MAZURSKIE,KONSTANTY,MĘŻCZYZNA,9
28,WARMIŃSKO-MAZURSKIE,PRZEMYSŁAW,MĘŻCZYZNA,9
28,WARMIŃSKO-MAZURSKIE,KAMIL,MĘŻCZYZNA,9
28,WARMIŃSKO-MAZURSKIE,BŁAŻEJ,MĘŻCZYZNA,9
28,WARMIŃSKO-MAZURSKIE,JERZY,MĘŻCZYZNA,9
28,WARMIŃSKO-MAZURSKIE,MARCIN,MĘŻCZYZNA,8
28,WARMIŃSKO-MAZURSKIE,KORDIAN,MĘŻCZYZNA,8
28,WARMIŃSKO-MAZURSKIE,DORIAN,MĘŻCZYZNA,8
28,WARMIŃSKO-MAZURSKIE,NATANIEL,MĘŻCZYZNA,8
28,WARMIŃSKO-MAZURSKIE,ALEXANDER,MĘŻCZYZNA,8
28,WARMIŃSKO-MAZURSKIE,MAREK,MĘŻCZYZNA,8
28,WARMIŃSKO-MAZURSKIE,OLIVIER,MĘŻCZYZNA,7
28,WARMIŃSKO-MAZURSKIE,MAKSYM,MĘŻCZYZNA,7
28,WARMIŃSKO-MAZURSKIE,JULIUSZ,MĘŻCZYZNA,7
28,WARMIŃSKO-MAZURSKIE,SEWERYN,MĘŻCZYZNA,7
28,WARMIŃSKO-MAZURSKIE,FLORIAN,MĘŻCZYZNA,6
28,WARMIŃSKO-MAZURSKIE,ALBERT,MĘŻCZYZNA,6
28,WARMIŃSKO-MAZURSKIE,OLGIERD,MĘŻCZYZNA,6
28,WARMIŃSKO-MAZURSKIE,DAMIAN,MĘŻCZYZNA,6
28,WARMIŃSKO-MAZURSKIE,RAFAŁ,MĘŻCZYZNA,6
28,WARMIŃSKO-MAZURSKIE,SAMUEL,MĘŻCZYZNA,6
28,WARMIŃSKO-MAZURSKIE,JEREMI,MĘŻCZYZNA,6
28,WARMIŃSKO-MAZURSKIE,BRAJAN,MĘŻCZYZNA,5
28,WARMIŃSKO-MAZURSKIE,MAURYCY,MĘŻCZYZNA,5
28,WARMIŃSKO-MAZURSKIE,BENIAMIN,MĘŻCZYZNA,5
28,WARMIŃSKO-MAZURSKIE,RYSZARD,MĘŻCZYZNA,5
28,WARMIŃSKO-MAZURSKIE,ARTEM,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,ALEKSY,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,BOGDAN,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,DAVID,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,JACEK,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,IWO,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,ARKADIUSZ,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,MARK,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,LUDWIK,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,JĘDRZEJ,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,DENIS,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,RAYAN,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,GNIEWKO,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,MAKS,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,ANDRZEJ,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,DARIUSZ,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,OLIVER,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,LUCJAN,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,ERNEST,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,FRYDERYK,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,BOLESŁAW,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,OLEK,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,EDWARD,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,GNIEWOSZ,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,VIKTOR,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,MARIAN,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,MAXYMILIAN,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,CYPRIAN,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,WINCENTY,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,FRANEK,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,JEREMIASZ,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,MAX,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,NIKOLAS,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,NICHOLAS,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,HUGO,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,DOMINIC,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,MILO,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,XAVIER,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,NOE,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,MAXIMILIAN,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,MARIUSZ,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,MYROSLAV,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,STANISLAV,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,RADOSŁAW,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,GNIEWOMIR,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,VINCENT,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,MIROSŁAW,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,JAROSŁAW,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,KORNELIUSZ,MĘŻCZYZNA,2
